,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.3248669624328615,0.1946589884159696,0.0023366451263427735,0.00036446397431448715,0.01,2,1,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 1}",0.021471917036288368,-0.00047981241044481315,0.040160236527545634,0.0823790948467008,0.05910290258610895,0.04052686771723979,0.02878003254383993,24
1,3.0387380599975584,0.2794308328958884,0.002190303802490234,0.00016909565392278885,0.01,2,1,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.7}",0.016924732607711657,0.0013998633950147443,0.03642135840138572,0.08593544506036288,0.06676933307446986,0.04149014650778897,0.031147406986497626,15
2,2.8108677864074707,0.1598104999213359,0.0021657466888427733,0.0005900625725157747,0.01,2,1,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.4}",0.02721181675266149,-0.005585240518422463,0.03797927985971605,0.0839383120108882,0.06901391003485824,0.0425116156279403,0.031579981844009106,9
3,2.572548246383667,0.12962474439476449,0.002322959899902344,0.0003360588281548277,0.01,2,1,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.1}",0.018410871162639397,-0.02117530159238412,0.027454424947491618,0.08092684890300239,0.061907949618663416,0.03350495860788254,0.03552446161863658,49
4,3.0192688941955566,0.16092470427341068,0.0023558616638183595,0.000246294096265834,0.01,2,5,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 1}",0.020966413031444642,0.0007224177685970501,0.03937341311279252,0.08357985679394275,0.059391504720104904,0.04080672108537638,0.0289045978657509,20
5,2.9954201221466064,0.16183587209579536,0.0024361610412597656,0.0002075124969061551,0.01,2,5,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.7}",0.016584613687760652,0.0009278798477311279,0.036395738307059666,0.08497291776181115,0.07037544914032945,0.04185131974893841,0.03167331971902933,13
6,2.7270865440368652,0.21960469043223332,0.002312898635864258,0.0004980537068433707,0.01,2,5,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.4}",0.018651841726551877,-0.00485133628439649,0.03604233482277985,0.0842689677437427,0.06865008844787279,0.04055237929131015,0.03244100121938076,23
7,2.4344441890716553,0.048024137101007794,0.002180004119873047,0.00029179054731536794,0.01,2,5,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.1}",0.01839125091590499,-0.018177493906254227,0.027606664341958576,0.07482658377682483,0.06362445089494084,0.033254291204675004,0.03331256905379575,50
8,3.254207420349121,0.1622775274443195,0.002274036407470703,9.821005065505998e-05,0.01,2,10,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 1}",0.017652507684225105,0.0011035001333136174,0.04092477262628247,0.08746955846824778,0.060033464567712747,0.041436760695956344,0.03052074899592749,16
9,3.018443155288696,0.22414079538693532,0.0020500659942626954,0.00011769125462486145,0.01,2,10,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.7}",0.02260105573509108,0.000447325224342654,0.03622725723119036,0.08534800659205322,0.0658710320323509,0.04209893536300564,0.0302823225114699,10
10,2.7399100780487062,0.0977682495344235,0.002190971374511719,0.00039934836144704466,0.01,2,10,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.4}",0.017882023587172502,-0.0012917521042818958,0.03685085997653759,0.08591634165678885,0.06867800792825796,0.041607096208895,0.03200611046059861,14
11,2.675016403198242,0.11058821394357317,0.0022392749786376955,0.0003313095801430854,0.01,2,10,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.1}",0.024866940589573394,-0.011670792613375003,0.02605456634075809,0.07688596905795098,0.061584339382124154,0.03554420455140632,0.031050099100861237,41
12,3.9191019535064697,0.25409781521176117,0.0023621082305908202,0.00022728505044963089,0.01,3,1,1,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 1}",-0.001163682166799962,-0.015958203015485006,0.02972404097017689,0.0811551554561517,0.06965144161817105,0.032681750572442936,0.03804348954938358,55
13,3.954958438873291,0.19471352953225796,0.0021703243255615234,0.00024560483682737905,0.01,3,1,0.7,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.7}",0.010241959158258984,-0.01313676762990923,0.0291376276470241,0.08681517606059219,0.07714379366988222,0.038040357781169654,0.038416583220464325,32
14,3.636267805099487,0.4206414134027742,0.002313566207885742,0.0003706924032659436,0.01,3,1,0.4,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.4}",0.014944809604283793,-0.011247421497589727,0.02693766907449402,0.09207609411749873,0.06900556076738718,0.0383433424132148,0.03732078463079401,30
15,3.3296343326568603,0.11062199064273663,0.002648067474365234,0.0005836615257158881,0.01,3,1,0.1,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.1}",0.009621693064161496,-0.02966118706110743,0.018099255321299412,0.07810718885682766,0.06571162550376908,0.028375715136990044,0.039224458360227824,73
