,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,4.034030771255493,0.9110034106736628,0.0022281646728515626,0.00022810578906635586,0.01,2,1,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 1}",0.3693121091875128,0.34836016273110393,0.2662927082378598,0.2425083932887877,0.2772577951889663,0.3007462337268461,0.04919098237556736,26
1,3.9384880542755125,0.408961268047145,0.002344369888305664,0.0002460474191703759,0.01,2,1,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.7}",0.3689457087731478,0.3563872222800004,0.27552038796989353,0.2507269649630488,0.2678771265849085,0.3038914821141998,0.048818590337696866,8
2,3.107063627243042,0.2815640769192684,0.0021133899688720705,0.0001736957745298068,0.01,2,1,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.4}",0.3651061151941968,0.355903878602961,0.274435155629984,0.2480214776347014,0.26767574479076117,0.30222847437052086,0.04845493766007603,15
3,3.034591627120972,0.5524674258070045,0.0021139144897460937,0.00011475198906860894,0.01,2,1,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 1, 'subsample': 0.1}",0.33923475140353976,0.3391846278654421,0.2693687730598697,0.23797902860637365,0.25170870286959834,0.2874951767609647,0.043381724475766714,108
4,3.581414270401001,0.31423788137894193,0.002303314208984375,0.00018890633286729278,0.01,2,5,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 1}",0.36934372368366886,0.3485538056410815,0.26464850968413456,0.2398775527694833,0.268052130347995,0.29809514442527263,0.05105484225141937,40
5,3.902121877670288,0.3653341313080392,0.002613210678100586,0.0005285079576700107,0.01,2,5,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.7}",0.37083262231447645,0.35509052536353847,0.27498218897260396,0.2502934488267805,0.27156503711777924,0.3045527645190357,0.04869038356225724,4
6,3.1675745487213134,0.13997262938102722,0.002427196502685547,0.0001994570903411858,0.01,2,5,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.4}",0.36700870299831656,0.3548114736377359,0.2759259738705604,0.2500246170210595,0.265627680638283,0.3026796896331911,0.04840891284357094,11
7,2.8718218326568605,0.36457133636296996,0.0023052215576171873,0.00035516246404849626,0.01,2,5,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.1}",0.3397957556882807,0.33977736278744575,0.2746345875391123,0.24500220274154483,0.25802675620167803,0.29144733299161235,0.04057120960457071,89
8,4.396517610549926,0.7362779490170466,0.0026729583740234377,0.0003835612537880288,0.01,2,10,1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 1}",0.37037101605007705,0.34985646011824956,0.2745021671634318,0.24485666782733817,0.26842649053958123,0.30160256033973554,0.04921934290366663,18
9,4.350388860702514,0.5777415587673944,0.00238037109375,0.00040493111423866803,0.01,2,10,0.7,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.7}",0.3712218565573753,0.35347919273936756,0.27907702540963253,0.25299105213103557,0.2706991715558196,0.3054936596786461,0.04751384222977831,2
10,3.2690945625305177,0.2295855890003928,0.002180004119873047,0.00016314066146594892,0.01,2,10,0.4,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.4}",0.3662977207716236,0.3523540167525625,0.28059092633494986,0.2553256460189969,0.26658185866480266,0.30423003370858714,0.045904568701198765,5
11,3.1143851280212402,0.3538633033364208,0.002398967742919922,0.00028991103166175,0.01,2,10,0.1,"{'learning_rate': 0.01, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.1}",0.3445899814778074,0.3391062726212283,0.26459170482055117,0.2457564755925058,0.26797303147298024,0.2924034931970146,0.04111171718420462,85
12,3.5665596961975097,0.38819658696047166,0.002391147613525391,0.00037209065469824765,0.01,3,1,1,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 1}",0.36037316704966793,0.35365116178795464,0.2633469484988691,0.2385283579529518,0.26782252849037647,0.296744432755964,0.05025529127059122,57
13,4.389672946929932,0.5838533390676169,0.002245330810546875,0.00025184499281762605,0.01,3,1,0.7,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.7}",0.37116314107669035,0.35686934252420477,0.2738919659922717,0.24487476210094328,0.2722802467728872,0.30381589169339945,0.05042680959986624,9
14,3.6440768241882324,0.3519854427241663,0.0025847911834716796,0.00038729160764663315,0.01,3,1,0.4,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.4}",0.3671719638764026,0.3559332166561261,0.27277845649311283,0.2450449805414947,0.26693571954040174,0.3015728674215076,0.04996507006655489,19
15,3.604486274719238,0.586835320482707,0.002377176284790039,0.0002054018663904339,0.01,3,1,0.1,"{'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.1}",0.35112991837330365,0.34110057691283757,0.2697267625630011,0.23959468158751362,0.2599829352565668,0.29230697493864455,0.04510931094700174,86
