,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.8620893478393554,0.04629718684853353,0.002040386199951172,0.00047548144258144327,0.1,5,"{'learning_rate': 0.1, 'max_depth': 5}",0.036483691373374594,-0.005496901175334967,-0.0004971142119518657,0.014203525741110834,0.06104031600250637,0.021146703545940993,0.024711405254106606,1
