,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.2971713066101074,0.07023904569137265,0.0030088901519775392,0.00048366028985795325,5,{'max_depth': 5},0.5075572470042533,0.46585835298848377,0.4640231141085792,0.4841173818090252,0.4087907083857696,0.46606936085922224,0.032655938009030404,2
1,1.115856981277466,0.42237499961196695,0.0021882057189941406,0.0004647012115544141,6,{'max_depth': 6},0.5102834839662553,0.45529636117252426,0.4827756319471237,0.48444373963303966,0.42409479411563744,0.4713788021669161,0.029354989053556345,1
